=== PHASE A: Writing known pattern, sustained hold ===
4, 196.33, 0
CHECK 2026-07-30T05:36:08.790205 matches=0 nonzero=0 1520, 248.19, 1
4, 196.41, 0
CHECK 2026-07-30T05:36:09.069897 matches=0 nonzero=0 1520, 248.19, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:09.377135 matches=0 nonzero=0 1520, 248.63, 1
4, 196.45, 0
CHECK 2026-07-30T05:36:09.675047 matches=0 nonzero=0 1520, 248.61, 0
4, 196.47, 0
CHECK 2026-07-30T05:36:09.824223 matches=0 nonzero=0 1520, 248.70, 0
4, 196.56, 0
CHECK 2026-07-30T05:36:10.107146 matches=0 nonzero=0 1520, 248.72, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:10.254135 matches=0 nonzero=0 1520, 249.04, 0
4, 196.62, 0
CHECK 2026-07-30T05:36:10.515134 matches=0 nonzero=0 1520, 248.59, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:10.657293 matches=0 nonzero=0 1520, 248.99, 1
4, 196.66, 0
CHECK 2026-07-30T05:36:10.806616 matches=0 nonzero=0 1520, 249.35, 1
4, 196.62, 0
CHECK 2026-07-30T05:36:11.044459 matches=0 nonzero=0 1520, 248.79, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:11.514398 matches=0 nonzero=0 1520, 248.74, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:11.695069 matches=0 nonzero=0 1520, 248.68, 1
4, 196.53, 0
CHECK 2026-07-30T05:36:11.842466 matches=0 nonzero=0 1520, 248.63, 0
4, 196.50, 0
CHECK 2026-07-30T05:36:12.082393 matches=0 nonzero=0 1520, 248.68, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:12.352650 matches=0 nonzero=0 1520, 248.70, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:12.496560 matches=0 nonzero=0 1520, 249.10, 0
4, 196.49, 0
CHECK 2026-07-30T05:36:12.770582 matches=0 nonzero=0 1520, 248.85, 1
4, 196.55, 0
CHECK 2026-07-30T05:36:13.046339 matches=0 nonzero=0 1520, 248.80, 0
4, 196.62, 0
CHECK 2026-07-30T05:36:13.400418 matches=0 nonzero=0 1520, 248.82, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:13.553919 matches=0 nonzero=0 1520, 248.72, 1
4, 196.62, 0
CHECK 2026-07-30T05:36:13.832050 matches=0 nonzero=0 1520, 248.85, 0
4, 196.61, 0
CHECK 2026-07-30T05:36:13.976791 matches=0 nonzero=0 1520, 249.33, 1
4, 196.57, 0
CHECK 2026-07-30T05:36:14.256457 matches=0 nonzero=0 1520, 249.13, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:14.404997 matches=0 nonzero=0 1520, 249.23, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:14.549155 matches=0 nonzero=0 1520, 248.97, 1
4, 196.57, 0
CHECK 2026-07-30T05:36:14.693464 matches=0 nonzero=0 1520, 248.94, 1
4, 196.60, 0
CHECK 2026-07-30T05:36:14.835911 matches=0 nonzero=0 1520, 249.14, 0
4, 196.59, 0
CHECK 2026-07-30T05:36:14.976318 matches=0 nonzero=0 1520, 248.92, 1
4, 196.67, 0
CHECK 2026-07-30T05:36:15.247330 matches=0 nonzero=0 1520, 249.01, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:15.409731 matches=0 nonzero=0 1520, 249.14, 0
4, 196.61, 0
CHECK 2026-07-30T05:36:15.551123 matches=0 nonzero=0 1520, 248.91, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:16.026049 matches=0 nonzero=0 1520, 248.79, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:16.167596 matches=0 nonzero=0 1520, 248.88, 1
4, 196.57, 0
CHECK 2026-07-30T05:36:16.427046 matches=0 nonzero=0 1520, 248.41, 0
4, 196.56, 0
CHECK 2026-07-30T05:36:16.949407 matches=0 nonzero=0 1520, 248.48, 0
4, 196.62, 0
CHECK 2026-07-30T05:36:17.145110 matches=0 nonzero=0 1520, 248.44, 1
4, 196.65, 0
CHECK 2026-07-30T05:36:17.289093 matches=0 nonzero=0 1520, 248.41, 1
4, 196.61, 0
CHECK 2026-07-30T05:36:17.641330 matches=0 nonzero=0 1520, 248.40, 0
4, 196.62, 0
CHECK 2026-07-30T05:36:17.781241 matches=0 nonzero=0 1520, 248.58, 1
4, 196.59, 0
CHECK 2026-07-30T05:36:18.056554 matches=0 nonzero=0 1520, 248.37, 0
4, 196.54, 0
CHECK 2026-07-30T05:36:18.206576 matches=0 nonzero=0 1520, 248.48, 1
4, 196.51, 0
CHECK 2026-07-30T05:36:18.479121 matches=0 nonzero=0 1520, 248.95, 0
4, 196.54, 0
CHECK 2026-07-30T05:36:18.844759 matches=0 nonzero=0 1520, 248.74, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:18.988642 matches=0 nonzero=0 1520, 248.85, 0
4, 196.63, 0
CHECK 2026-07-30T05:36:19.133372 matches=0 nonzero=0 1520, 248.77, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:19.632389 matches=0 nonzero=0 1520, 248.51, 0
4, 196.61, 0
CHECK 2026-07-30T05:36:19.774376 matches=0 nonzero=0 1520, 248.60, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:19.925682 matches=0 nonzero=0 1520, 248.82, 1
4, 196.62, 0
CHECK 2026-07-30T05:36:20.217472 matches=0 nonzero=0 1520, 248.92, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:20.520120 matches=0 nonzero=0 1520, 248.97, 0
4, 196.68, 0
CHECK 2026-07-30T05:36:20.668609 matches=0 nonzero=0 1520, 248.92, 0
4, 196.76, 0
CHECK 2026-07-30T05:36:21.021416 matches=0 nonzero=0 1520, 248.88, 0
4, 196.70, 0
CHECK 2026-07-30T05:36:21.329677 matches=0 nonzero=0 1520, 248.50, 0
4, 196.68, 0
CHECK 2026-07-30T05:36:21.469259 matches=0 nonzero=0 1520, 248.72, 1
4, 196.61, 0
CHECK 2026-07-30T05:36:21.618227 matches=0 nonzero=0 1520, 248.70, 0
4, 196.55, 0
CHECK 2026-07-30T05:36:21.875188 matches=0 nonzero=0 1520, 248.75, 0
4, 196.49, 0
CHECK 2026-07-30T05:36:22.024691 matches=0 nonzero=0 1520, 249.16, 0
4, 196.52, 0
CHECK 2026-07-30T05:36:22.385066 matches=0 nonzero=0 1520, 249.03, 1
4, 196.64, 0
CHECK 2026-07-30T05:36:22.637698 matches=0 nonzero=0 1520, 248.93, 0
4, 196.64, 0
CHECK 2026-07-30T05:36:22.781472 matches=0 nonzero=0 1520, 248.60, 0
4, 196.68, 0
CHECK 2026-07-30T05:36:23.280774 matches=0 nonzero=0 1520, 248.57, 0
4, 196.66, 0
CHECK 2026-07-30T05:36:23.429268 matches=0 nonzero=0 1520, 249.19, 0
4, 196.63, 0
CHECK 2026-07-30T05:36:23.577229 matches=0 nonzero=0 1520, 249.26, 0
4, 196.64, 0
CHECK 2026-07-30T05:36:23.722201 matches=0 nonzero=0 1520, 249.65, 1
4, 196.63, 0
CHECK 2026-07-30T05:36:23.865383 matches=0 nonzero=0 1520, 249.15, 1
4, 196.68, 0
CHECK 2026-07-30T05:36:24.016746 matches=0 nonzero=0 1520, 249.31, 1
4, 196.66, 0
CHECK 2026-07-30T05:36:24.158000 matches=0 nonzero=0 1520, 249.57, 0
4, 196.66, 0
CHECK 2026-07-30T05:36:24.310192 matches=0 nonzero=0 1520, 250.04, 1
4, 196.60, 0
CHECK 2026-07-30T05:36:24.456127 matches=0 nonzero=0 1520, 249.43, 0
4, 196.58, 0
CHECK 2026-07-30T05:36:24.823679 matches=0 nonzero=0 1520, 249.32, 0
4, 196.59, 0
CHECK 2026-07-30T05:36:25.079896 matches=0 nonzero=0 1520, 249.04, 0
4, 196.63, 0
CHECK 2026-07-30T05:36:25.226071 matches=0 nonzero=0 1520, 249.06, 0
4, 196.67, 0
CHECK 2026-07-30T05:36:25.517765 matches=0 nonzero=0 1520, 249.06, 0
4, 196.67, 0
CHECK 2026-07-30T05:36:25.659227 matches=0 nonzero=0 1520, 249.16, 1
4, 196.67, 0
CHECK 2026-07-30T05:36:25.816931 matches=0 nonzero=0 1520, 249.71, 0
4, 196.65, 0
CHECK 2026-07-30T05:36:26.111734 matches=0 nonzero=0 1520, 249.70, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:26.254698 matches=0 nonzero=0 1520, 249.45, 0
4, 196.60, 0
CHECK 2026-07-30T05:36:26.402811 matches=0 nonzero=0 1520, 249.58, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:26.550009 matches=0 nonzero=0 1520, 249.29, 1
4, 196.54, 0
CHECK 2026-07-30T05:36:26.693972 matches=0 nonzero=0 1520, 249.24, 1
4, 196.50, 0
CHECK 2026-07-30T05:36:26.953643 matches=0 nonzero=0 1520, 249.14, 0
4, 196.50, 0
CHECK 2026-07-30T05:36:27.107934 matches=0 nonzero=0 1520, 249.39, 0
4, 196.52, 0
CHECK 2026-07-30T05:36:27.440074 matches=0 nonzero=0 1520, 249.59, 0
4, 196.59, 0
CHECK 2026-07-30T05:36:27.805643 matches=0 nonzero=0 1520, 249.00, 0
4, 196.61, 0
CHECK 2026-07-30T05:36:27.954431 matches=0 nonzero=0 1520, 249.07, 1
4, 196.60, 0
CHECK 2026-07-30T05:36:28.104497 matches=0 nonzero=0 1520, 249.02, 0
4, 196.56, 0
CHECK 2026-07-30T05:36:28.377246 matches=0 nonzero=0 1520, 249.07, 0
4, 196.56, 0
CHECK 2026-07-30T05:36:28.525009 matches=0 nonzero=0 1520, 248.92, 1
4, 196.56, 0
CHECK 2026-07-30T05:36:28.791158 matches=0 nonzero=0 1520, 248.94, 1
4, 196.54, 0
CHECK 2026-07-30T05:36:28.938545 matches=0 nonzero=0 1520, 249.49, 1
4, 196.55, 0
CHECK 2026-07-30T05:36:29.080022 matches=0 nonzero=0 1520, 249.28, 1
4, 196.57, 0
CHECK 2026-07-30T05:36:29.225657 matches=0 nonzero=0 1520, 249.57, 1
4, 196.60, 0
CHECK 2026-07-30T05:36:29.367641 matches=0 nonzero=0 1520, 249.71, 0
4, 196.59, 0
CHECK 2026-07-30T05:36:29.517735 matches=0 nonzero=0 1520, 249.35, 1
4, 196.59, 0
CHECK 2026-07-30T05:36:29.658048 matches=0 nonzero=0 1520, 249.43, 1
4, 196.59, 0
CHECK 2026-07-30T05:36:29.808586 matches=0 nonzero=0 1520, 249.87, 1
4, 196.57, 0
CHECK 2026-07-30T05:36:29.951122 matches=0 nonzero=0 1520, 249.73, 1
4, 196.59, 0
CHECK 2026-07-30T05:36:30.095139 matches=0 nonzero=0 1520, 249.48, 1
4, 196.53, 0
CHECK 2026-07-30T05:36:30.347089 matches=0 nonzero=0 1520, 249.30, 0
4, 196.54, 0
CHECK 2026-07-30T05:36:30.491944 matches=0 nonzero=0 1520, 249.48, 1
4, 196.52, 0
CHECK 2026-07-30T05:36:30.761036 matches=0 nonzero=0 1520, 249.09, 0
4, 196.52, 0
CHECK 2026-07-30T05:36:30.912242 matches=0 nonzero=0 1520, 249.10, 1
4, 196.51, 0
CHECK 2026-07-30T05:36:31.053853 matches=0 nonzero=0 1520, 249.14, 0
4, 196.51, 0
CHECK 2026-07-30T05:36:31.197987 matches=0 nonzero=0 1520, 249.16, 0
4, 196.55, 0
CHECK 2026-07-30T05:36:31.342717 matches=0 nonzero=0 1520, 249.44, 1
4, 196.53, 0
CHECK 2026-07-30T05:36:31.482867 matches=0 nonzero=0 1520, 249.32, 1
4, 196.55, 0
CHECK 2026-07-30T05:36:31.624689 matches=0 nonzero=0 1520, 249.21, 1
4, 196.54, 0
CHECK 2026-07-30T05:36:31.765219 matches=0 nonzero=0 1520, 249.20, 0
4, 196.53, 0
CHECK 2026-07-30T05:36:31.916669 matches=0 nonzero=0 1520, 249.31, 1
4, 196.43, 0
CHECK 2026-07-30T05:36:32.157446 matches=0 nonzero=0 1520, 249.09, 1
4, 196.36, 0
CHECK 2026-07-30T05:36:32.502807 matches=0 nonzero=0 1520, 249.04, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:32.755326 matches=0 nonzero=0 1520, 249.07, 0
4, 196.35, 0
CHECK 2026-07-30T05:36:32.909662 matches=0 nonzero=0 1520, 249.27, 1
4, 196.38, 0
CHECK 2026-07-30T05:36:33.053219 matches=0 nonzero=0 1520, 249.39, 0
4, 196.45, 0
CHECK 2026-07-30T05:36:33.386921 matches=0 nonzero=0 1520, 249.01, 0
4, 196.48, 0
CHECK 2026-07-30T05:36:33.532554 matches=0 nonzero=0 1520, 249.15, 1
4, 196.45, 0
CHECK 2026-07-30T05:36:33.674408 matches=0 nonzero=0 1520, 249.63, 1
4, 196.50, 0
CHECK 2026-07-30T05:36:33.940464 matches=0 nonzero=0 1520, 249.20, 1
4, 196.44, 0
CHECK 2026-07-30T05:36:34.278932 matches=0 nonzero=0 1520, 249.26, 0
4, 196.40, 0
CHECK 2026-07-30T05:36:34.423568 matches=0 nonzero=0 1520, 249.79, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:34.565302 matches=0 nonzero=0 1520, 249.51, 1
4, 196.40, 0
CHECK 2026-07-30T05:36:34.851684 matches=0 nonzero=0 1520, 249.24, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:35.003764 matches=0 nonzero=0 1520, 249.15, 1
4, 196.41, 0
CHECK 2026-07-30T05:36:35.308413 matches=0 nonzero=0 1520, 248.71, 0
4, 196.39, 0
CHECK 2026-07-30T05:36:35.622284 matches=0 nonzero=0 1520, 248.59, 0
4, 196.39, 0
CHECK 2026-07-30T05:36:35.959580 matches=0 nonzero=0 1520, 248.65, 1
4, 196.46, 0
CHECK 2026-07-30T05:36:36.238267 matches=0 nonzero=0 1520, 248.93, 0
4, 196.46, 0
CHECK 2026-07-30T05:36:36.383613 matches=0 nonzero=0 1520, 248.82, 0
4, 196.53, 0
CHECK 2026-07-30T05:36:36.527880 matches=0 nonzero=0 1520, 248.93, 1
4, 196.55, 0
CHECK 2026-07-30T05:36:36.668331 matches=0 nonzero=0 1520, 249.34, 1
4, 196.60, 0
CHECK 2026-07-30T05:36:36.948162 matches=0 nonzero=0 1520, 249.36, 0
4, 196.58, 0
CHECK 2026-07-30T05:36:37.098633 matches=0 nonzero=0 1520, 249.08, 1
4, 196.51, 0
CHECK 2026-07-30T05:36:37.242369 matches=0 nonzero=0 1520, 249.35, 0
4, 196.48, 0
CHECK 2026-07-30T05:36:37.529891 matches=0 nonzero=0 1520, 249.13, 1
4, 196.45, 0
CHECK 2026-07-30T05:36:37.873344 matches=0 nonzero=0 1520, 248.92, 0
4, 196.45, 0
CHECK 2026-07-30T05:36:38.023046 matches=0 nonzero=0 1520, 248.61, 0
4, 196.52, 0
CHECK 2026-07-30T05:36:38.358056 matches=0 nonzero=0 1520, 248.92, 1
4, 196.51, 0
CHECK 2026-07-30T05:36:38.770717 matches=0 nonzero=0 1520, 248.98, 1
4, 196.47, 0
CHECK 2026-07-30T05:36:39.060963 matches=0 nonzero=0 1520, 249.05, 0
4, 196.44, 0
CHECK 2026-07-30T05:36:39.348222 matches=0 nonzero=0 1520, 248.82, 1
4, 196.50, 0
CHECK 2026-07-30T05:36:39.644694 matches=0 nonzero=0 1520, 248.87, 0
4, 196.50, 0
CHECK 2026-07-30T05:36:39.792644 matches=0 nonzero=0 1520, 248.86, 0
4, 196.57, 0
CHECK 2026-07-30T05:36:39.936973 matches=0 nonzero=0 1520, 249.20, 1
4, 196.56, 0
CHECK 2026-07-30T05:36:40.117387 matches=0 nonzero=0 1520, 249.18, 1
4, 196.50, 0
CHECK 2026-07-30T05:36:40.363951 matches=0 nonzero=0 1520, 249.22, 1
4, 196.48, 0
CHECK 2026-07-30T05:36:40.517318 matches=0 nonzero=0 1520, 249.17, 1
4, 196.40, 0
CHECK 2026-07-30T05:36:40.660255 matches=0 nonzero=0 1520, 250.10, 1
4, 196.39, 0
CHECK 2026-07-30T05:36:40.966486 matches=0 nonzero=0 1520, 249.13, 1
4, 196.43, 0
CHECK 2026-07-30T05:36:41.309762 matches=0 nonzero=0 1520, 249.06, 0
4, 196.39, 0
CHECK 2026-07-30T05:36:41.457925 matches=0 nonzero=0 1520, 249.27, 0
4, 196.46, 0
CHECK 2026-07-30T05:36:41.728099 matches=0 nonzero=0 1520, 248.83, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:41.868528 matches=0 nonzero=0 1520, 249.09, 1
4, 196.47, 0
CHECK 2026-07-30T05:36:42.161036 matches=0 nonzero=0 1520, 249.01, 0
4, 196.46, 0
CHECK 2026-07-30T05:36:42.313335 matches=0 nonzero=0 1520, 249.10, 1
4, 196.50, 0
CHECK 2026-07-30T05:36:42.475370 matches=0 nonzero=0 1520, 249.01, 0
4, 196.48, 0
CHECK 2026-07-30T05:36:42.776946 matches=0 nonzero=0 1520, 248.84, 0
4, 196.48, 0
CHECK 2026-07-30T05:36:42.923994 matches=0 nonzero=0 1520, 248.78, 0
4, 196.47, 0
CHECK 2026-07-30T05:36:43.407360 matches=0 nonzero=0 1520, 248.51, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:43.556806 matches=0 nonzero=0 1520, 248.53, 1
4, 196.39, 0
CHECK 2026-07-30T05:36:43.829685 matches=0 nonzero=0 1520, 248.54, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:44.234731 matches=0 nonzero=0 1520, 248.93, 0
4, 196.43, 0
CHECK 2026-07-30T05:36:44.409869 matches=0 nonzero=0 1520, 248.78, 1
4, 196.48, 0
CHECK 2026-07-30T05:36:44.687301 matches=0 nonzero=0 1520, 248.77, 0
4, 196.46, 0
CHECK 2026-07-30T05:36:44.979872 matches=0 nonzero=0 1520, 248.55, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:45.142712 matches=0 nonzero=0 1520, 249.18, 1
4, 196.41, 0
CHECK 2026-07-30T05:36:45.284636 matches=0 nonzero=0 1520, 248.81, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:45.746531 matches=0 nonzero=0 1520, 248.66, 0
4, 196.34, 0
CHECK 2026-07-30T05:36:45.893960 matches=0 nonzero=0 1520, 248.67, 1
4, 196.32, 0
CHECK 2026-07-30T05:36:46.042077 matches=0 nonzero=0 1520, 248.38, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:46.354426 matches=0 nonzero=0 1520, 248.49, 1
4, 196.32, 0
CHECK 2026-07-30T05:36:46.687552 matches=0 nonzero=0 1520, 248.50, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:46.836362 matches=0 nonzero=0 1520, 248.82, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:47.122118 matches=0 nonzero=0 1520, 248.81, 1
4, 196.44, 0
CHECK 2026-07-30T05:36:47.411716 matches=0 nonzero=0 1520, 248.74, 1
4, 196.41, 0
CHECK 2026-07-30T05:36:47.701374 matches=0 nonzero=0 1520, 248.68, 0
4, 196.27, 0
CHECK 2026-07-30T05:36:48.003704 matches=0 nonzero=0 1520, 248.68, 0
4, 196.28, 0
CHECK 2026-07-30T05:36:48.161101 matches=0 nonzero=0 1520, 249.31, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:48.311811 matches=0 nonzero=0 1520, 249.60, 1
4, 196.26, 0
CHECK 2026-07-30T05:36:48.585595 matches=0 nonzero=0 1520, 249.59, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:48.855194 matches=0 nonzero=0 1520, 249.28, 0
4, 196.27, 0
CHECK 2026-07-30T05:36:49.008238 matches=0 nonzero=0 1520, 249.38, 1
4, 196.28, 0
CHECK 2026-07-30T05:36:49.324054 matches=0 nonzero=0 1520, 248.70, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:49.754795 matches=0 nonzero=0 1520, 248.25, 0
4, 196.35, 0
CHECK 2026-07-30T05:36:50.245374 matches=0 nonzero=0 1520, 248.35, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:50.407490 matches=0 nonzero=0 1520, 248.46, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:50.687659 matches=0 nonzero=0 1520, 248.34, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:51.196779 matches=0 nonzero=0 1520, 248.34, 0
4, 196.37, 0
CHECK 2026-07-30T05:36:51.353501 matches=0 nonzero=0 1520, 248.81, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:51.700130 matches=0 nonzero=0 1520, 248.85, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:52.046544 matches=0 nonzero=0 1520, 249.01, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:52.191801 matches=0 nonzero=0 1520, 248.90, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:52.497350 matches=0 nonzero=0 1520, 248.91, 0
4, 196.40, 0
CHECK 2026-07-30T05:36:52.784235 matches=0 nonzero=0 1520, 248.63, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:52.929843 matches=0 nonzero=0 1520, 248.84, 1
4, 196.38, 0
CHECK 2026-07-30T05:36:53.227730 matches=0 nonzero=0 1520, 248.52, 0
4, 196.34, 0
CHECK 2026-07-30T05:36:53.571947 matches=0 nonzero=0 1520, 248.46, 1
4, 196.31, 0
CHECK 2026-07-30T05:36:53.859699 matches=0 nonzero=0 1520, 248.79, 0
4, 196.30, 0
CHECK 2026-07-30T05:36:54.012128 matches=0 nonzero=0 1520, 248.79, 0
4, 196.28, 0
CHECK 2026-07-30T05:36:54.154893 matches=0 nonzero=0 1520, 249.35, 1
4, 196.28, 0
CHECK 2026-07-30T05:36:54.300309 matches=0 nonzero=0 1520, 249.22, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:54.448551 matches=0 nonzero=0 1520, 249.97, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:54.602131 matches=0 nonzero=0 1520, 249.95, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:54.756102 matches=0 nonzero=0 1520, 250.22, 1
4, 196.33, 0
CHECK 2026-07-30T05:36:54.908026 matches=0 nonzero=0 1520, 249.74, 0
4, 196.35, 0
CHECK 2026-07-30T05:36:55.250092 matches=0 nonzero=0 1520, 249.15, 0
4, 196.42, 0
CHECK 2026-07-30T05:36:55.601937 matches=0 nonzero=0 1520, 248.86, 1
4, 196.42, 0
CHECK 2026-07-30T05:36:55.880729 matches=0 nonzero=0 1520, 248.42, 0
4, 196.40, 0
CHECK 2026-07-30T05:36:56.028681 matches=0 nonzero=0 1520, 248.35, 0
4, 196.37, 0
CHECK 2026-07-30T05:36:56.306562 matches=0 nonzero=0 1520, 248.22, 0
4, 196.34, 0
CHECK 2026-07-30T05:36:56.580844 matches=0 nonzero=0 1520, 248.23, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:56.729459 matches=0 nonzero=0 1520, 248.41, 1
4, 196.30, 0
CHECK 2026-07-30T05:36:57.057187 matches=0 nonzero=0 1520, 248.34, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:57.205461 matches=0 nonzero=0 1520, 248.35, 0
4, 196.35, 0
CHECK 2026-07-30T05:36:57.351059 matches=0 nonzero=0 1520, 248.58, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:57.493630 matches=0 nonzero=0 1520, 248.81, 1
4, 196.39, 0
CHECK 2026-07-30T05:36:57.778494 matches=0 nonzero=0 1520, 248.52, 0
4, 196.39, 0
CHECK 2026-07-30T05:36:57.927777 matches=0 nonzero=0 1520, 249.11, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:58.218112 matches=0 nonzero=0 1520, 249.08, 1
4, 196.32, 0
CHECK 2026-07-30T05:36:58.361984 matches=0 nonzero=0 1520, 249.15, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:58.514551 matches=0 nonzero=0 1520, 249.21, 1
4, 196.29, 0
CHECK 2026-07-30T05:36:58.657064 matches=0 nonzero=0 1520, 249.82, 1
4, 196.23, 0
CHECK 2026-07-30T05:36:58.955754 matches=0 nonzero=0 1520, 249.43, 0
4, 196.26, 0
CHECK 2026-07-30T05:36:59.107806 matches=0 nonzero=0 1520, 249.42, 1
4, 196.19, 0
CHECK 2026-07-30T05:36:59.252479 matches=0 nonzero=0 1520, 249.45, 0
4, 196.20, 0
CHECK 2026-07-30T05:36:59.557914 matches=0 nonzero=0 1520, 249.45, 0
4, 196.19, 0
CHECK 2026-07-30T05:36:59.711751 matches=0 nonzero=0 1520, 249.52, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:59.857048 matches=0 nonzero=0 1520, 249.75, 0
4, 196.26, 0
CHECK 2026-07-30T05:37:00.009777 matches=0 nonzero=0 1520, 249.82, 1
4, 196.28, 0
CHECK 2026-07-30T05:37:00.259842 matches=0 nonzero=0 1520, 249.59, 0
4, 196.24, 0
CHECK 2026-07-30T05:37:00.578908 matches=0 nonzero=0 1520, 249.51, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:00.733312 matches=0 nonzero=0 1520, 249.62, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:01.028954 matches=0 nonzero=0 1520, 249.15, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:01.171844 matches=0 nonzero=0 1520, 249.19, 1
4, 196.16, 0
CHECK 2026-07-30T05:37:01.445495 matches=0 nonzero=0 1520, 249.02, 0
4, 196.23, 0
CHECK 2026-07-30T05:37:01.722823 matches=0 nonzero=0 1520, 248.55, 0
4, 196.15, 0
CHECK 2026-07-30T05:37:01.869549 matches=0 nonzero=0 1520, 248.34, 1
4, 196.20, 0
CHECK 2026-07-30T05:37:02.019387 matches=0 nonzero=0 1520, 248.92, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:02.332241 matches=0 nonzero=0 1520, 248.72, 0
4, 196.19, 0
CHECK 2026-07-30T05:37:02.480368 matches=0 nonzero=0 1520, 248.93, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:02.629760 matches=0 nonzero=0 1520, 249.52, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:02.774300 matches=0 nonzero=0 1520, 249.98, 1
4, 196.23, 0
CHECK 2026-07-30T05:37:03.041025 matches=0 nonzero=0 1520, 249.27, 0
4, 196.28, 0
CHECK 2026-07-30T05:37:03.573961 matches=0 nonzero=0 1520, 248.62, 0
4, 196.26, 0
CHECK 2026-07-30T05:37:03.731359 matches=0 nonzero=0 1520, 248.64, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:03.877389 matches=0 nonzero=0 1520, 248.68, 1
4, 196.19, 0
CHECK 2026-07-30T05:37:04.025814 matches=0 nonzero=0 1520, 248.98, 1
4, 196.16, 0
CHECK 2026-07-30T05:37:04.169192 matches=0 nonzero=0 1520, 249.07, 1
4, 196.20, 0
CHECK 2026-07-30T05:37:04.488048 matches=0 nonzero=0 1520, 249.07, 0
4, 196.26, 0
CHECK 2026-07-30T05:37:04.639061 matches=0 nonzero=0 1520, 249.07, 0
4, 196.24, 0
CHECK 2026-07-30T05:37:04.952487 matches=0 nonzero=0 1520, 248.90, 0
4, 196.21, 0
CHECK 2026-07-30T05:37:05.109713 matches=0 nonzero=0 1520, 248.71, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:05.475594 matches=0 nonzero=0 1520, 248.74, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:05.624273 matches=0 nonzero=0 1520, 248.64, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:05.765546 matches=0 nonzero=0 1520, 248.63, 1
4, 196.19, 0
CHECK 2026-07-30T05:37:06.036532 matches=0 nonzero=0 1520, 248.65, 0
4, 196.21, 0
CHECK 2026-07-30T05:37:06.390434 matches=0 nonzero=0 1520, 248.80, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:06.727596 matches=0 nonzero=0 1520, 248.68, 0
4, 196.17, 0
